u,g,r,i,z,redshift
18.11684,16.56514,15.739670000000002,15.292370000000002,14.97511,0.0639714
20.129620000000006,18.44545,17.59198,17.09899,16.755129999999998,0.11277354
19.8209,17.660510000000006,16.62154,16.18197,15.82472,0.10783017
20.49701,18.75833,17.72961,17.2349,16.83434,0.14655131
19.47341,17.46547,16.425910000000002,15.95952,15.57761,0.11035472
19.49244,17.83323,16.89583,16.42598,16.086779999999994,0.11361873
19.44953,17.82238,17.13371,16.70488,16.43259,0.07009125
21.00306,19.01425,17.81685,17.32266,16.95301,0.16898191
18.03148,16.12943,15.2968,14.90944,14.62648,0.046065867
20.21787,18.21895,17.127760000000002,16.661929999999998,16.28446,0.13408118
20.10389,18.5861,17.74353,17.285420000000002,17.04591,0.12732482
20.67866,18.47757,17.459039999999998,16.92436,16.51691,0.11894691
20.65176,18.72669,17.48505,16.9755,16.59025,0.17903626
19.70535,18.239420000000006,17.40956,16.98088,16.69109,0.12140226
19.61455,17.6572,16.64392,16.139979999999998,15.76595,0.10958922
20.84309,18.97123,17.79445,17.32882,16.94656,0.16518462
19.33108,17.56802,16.65471,16.21508,15.8469,0.09074569
20.51689,18.79205,17.719929999999994,17.23084,16.82836,0.15759581
20.90901,19.01517,17.7544,17.25346,16.90579,0.18544996
20.1201,18.41474,17.56808,17.093770000000006,16.73224,0.10730332
16.51495,14.68004,13.84068,13.41985,13.09006,0.03463745
20.2442,18.54631,17.71285,17.32894,17.01848,0.103940785
20.64693,18.85924,17.88806,17.32035,16.91065,0.13000262
18.50924,17.32571,16.77444,16.433529999999998,16.19321,0.071052134
20.687620000000006,18.69042,17.54831,17.0437,16.70315,0.15284723
18.78617,17.70465,17.31079,17.112460000000002,16.92673,0.05419314
20.98468,19.00677,17.678539999999995,17.14769,16.751260000000002,0.20602196
19.18487,17.60098,16.72928,16.26665,15.89405,0.102484584
20.4821,18.4145,17.23339,16.71624,16.32266,0.15702969
19.35304,17.872510000000005,17.19807,16.83035,16.58211,0.07960218
19.35561,18.20332,17.67729,17.36187,17.13304,0.09026289
19.75838,17.70854,16.63459,16.107870000000002,15.71609,0.12244439
20.74209,18.72611,17.6865,17.21128,16.82924,0.13061845
19.2217,18.06295,17.69578,17.46941,17.38278,0.053412676
18.97236,17.89425,17.5362,17.27085,17.18093,0.058302402
20.82133,18.85485,17.71341,17.27009,16.91239,0.15449166
18.503120000000006,16.87881,15.94719,15.46375,15.13734,0.08007759
19.33486,17.675420000000006,16.89369,16.48659,16.16619,0.07798672
19.86141,18.63847,17.65233,17.23443,16.929370000000002,0.1823358
17.255979999999994,15.34355,14.46744,14.04882,13.71744,0.046969593
19.24054,17.35766,16.36876,15.90759,15.52483,0.101237714
19.20624,17.44996,16.64347,16.22953,15.93859,0.06815398
20.8754,18.79377,17.472579999999994,16.95316,16.62821,0.19198316
20.33391,18.64196,17.7054,17.31525,16.99311,0.1256752
19.53719,18.061020000000006,17.3438,16.93732,16.59269,0.093586445
19.21019,18.10165,17.5407,17.17918,16.99156,0.10172063
20.66269,18.94913,17.293779999999998,16.694010000000002,16.30351,0.2529688
19.30663,17.39883,16.53238,16.118170000000006,15.815920000000002,0.069894314
21.45173,19.18763,18.01925,17.53858,17.11303,0.16264999
19.89418,18.33508,17.62676,17.259420000000002,17.027929999999998,0.089752674
20.79109,18.97979,17.73234,17.2041,16.81429,0.19161439
19.74969,17.771910000000005,16.77918,16.30558,15.94104,0.1053198
18.6911,17.54543,17.121229999999994,16.8558,16.68102,0.05375743
18.79316,16.811989999999998,15.866929999999998,15.39753,15.02125,0.07225633
20.09533,18.49597,17.51418,17.07433,16.81813,0.14320761
19.3199,18.1329,17.50376,17.08923,16.86252,0.10989636
21.18181,18.94498,17.78862,17.245620000000002,16.88286,0.16245288
20.05157,18.7542,17.91021,17.50514,17.19518,0.1361131
20.27347,18.76578,17.53854,16.976,16.56344,0.203641
19.54054,17.500989999999998,16.46423,16.00618,15.59555,0.11009681
20.90621,18.86424,17.644579999999994,17.09897,16.7734,0.17261374
20.31271,18.18254,17.014570000000006,16.55144,16.1935,0.1463657
18.09078,16.64955,15.93659,15.53804,15.27883,0.05845201
19.44355,18.09311,17.386029999999998,17.01045,16.76691,0.104254186
20.58963,18.67502,17.75086,17.32862,16.99693,0.104344845
21.11161,19.05379,17.63812,17.09649,16.71943,0.22499442
20.59583,18.81058,17.74519,17.25911,16.89783,0.14902365
19.38921,17.54233,16.666629999999998,16.17884,15.81613,0.07989359
19.73282,18.19951,17.274729999999998,16.8008,16.45704,0.13300496
20.24951,18.45148,17.53714,17.11854,16.807270000000006,0.10848302
20.69504,18.72737,17.69453,17.22781,16.821579999999994,0.1309796
19.21247,18.0579,17.4274,17.0599,16.84374,0.10862374
19.10467,17.200229999999998,16.22186,15.813070000000002,15.47886,0.0925616
20.23113,18.24438,17.270129999999998,16.82345,16.48525,0.10715574
19.13215,17.18261,16.08934,15.63664,15.29217,0.113108635
19.26184,17.837139999999994,17.04448,16.63,16.30685,0.107373536
17.60112,15.96491,15.21676,14.81394,14.504920000000002,0.033896804
21.61539,18.63251,17.57253,17.19344,16.6822,0.1320085
20.4831,18.40095,17.402479999999994,16.96787,16.579279999999994,0.11367285
18.12814,16.82386,16.239810000000002,15.92712,15.71191,0.052885294
20.22004,17.98894,16.83191,16.35079,15.98099,0.13880414
18.72656,17.71161,17.312079999999998,16.90954,16.717589999999998,0.074647784
20.20866,18.455070000000006,17.588829999999998,17.1657,16.825670000000002,0.1041795
18.13133,16.66191,15.8558,15.45179,15.17294,0.06969577
19.67124,17.744870000000006,16.81719,16.38809,15.999020000000002,0.09151119
18.29859,16.84864,16.13811,15.74096,15.49594,0.061395288
20.64154,18.76593,17.73578,17.30084,16.900879999999994,0.13268757
19.08208,17.154729999999994,16.19555,15.77251,15.38393,0.08883071
18.2288,16.21622,15.37125,14.92138,14.64013,0.047397256
19.23742,18.011129999999994,17.3642,17.04022,16.77838,0.100055456
21.22445,19.38367,17.88881,17.29564,16.90961,0.23311013
19.62646,17.61381,16.677970000000002,16.23292,15.88153,0.08809787
20.15331,18.40655,17.3315,16.86148,16.470879999999998,0.14700717
20.78348,18.4699,17.53783,17.0954,16.75538,0.09235996
20.17275,18.11537,17.123829999999998,16.60835,16.238310000000002,0.10950637
21.3475,19.09864,17.664089999999995,17.11151,16.749229999999994,0.23167312
19.83477,18.4947,17.8593,17.42634,17.206879999999998,0.097115695
20.36696,18.35656,17.323729999999998,16.781979999999994,16.325129999999998,0.1270523
19.44364,17.95182,17.07378,16.64507,16.299329999999998,0.11961162
19.18405,17.8499,17.14347,16.74406,16.45508,0.10055494
19.47017,18.04218,17.27636,16.8149,16.51276,0.11057752
18.54651,16.997529999999998,16.27993,15.82317,15.484470000000002,0.055702865
20.38617,18.50086,17.57922,17.117079999999998,16.74595,0.10443783
19.78613,18.47175,17.88079,17.54472,17.3,0.082359135
18.40531,16.775560000000002,15.927029999999998,15.45534,15.14688,0.06572378
18.33653,16.95434,16.41395,16.11969,16.04341,0.04640615
19.80088,18.61055,17.86669,17.49586,17.21856,0.12629724
21.15633,19.09205,17.61893,17.06796,16.69206,0.23504639
18.75274,17.107770000000002,16.23997,15.74715,15.40306,0.07745433
20.00411,18.25054,17.06931,16.58034,16.24493,0.16621602
19.45155,17.84165,17.0104,16.53152,16.182679999999998,0.10001564
21.02952,18.54383,17.53201,17.031010000000002,16.71414,0.110620975
19.98962,18.23887,17.38469,16.921770000000002,16.61797,0.09987104
16.14821,14.73162,14.03915,13.64454,13.35743,0.021803616
20.05365,18.76928,17.81855,17.34405,17.02166,0.1676246
20.4445,18.81604,17.56975,17.085720000000002,16.7152,0.20121855
19.79795,17.63674,16.84161,16.395870000000002,15.99151,0.054608166
19.96164,18.05044,17.11124,16.58209,16.1591,0.1026929
20.06374,18.64052,17.413339999999998,16.87419,16.47233,0.20614016
19.9316,18.55849,17.74009,17.29672,16.97792,0.1359207
17.32599,15.29915,14.30365,13.83097,13.47261,0.06746411
20.65943,18.72459,17.7465,17.32474,16.958820000000006,0.11666256
19.94506,18.11416,16.97038,16.40474,15.97829,0.15346736
20.63491,19.32363,18.06351,17.49275,17.10492,0.19421935
20.21834,18.66197,17.537129999999998,16.99674,16.632279999999998,0.18215144
20.39535,19.0323,17.89227,17.34058,17.04649,0.1868717
20.71988,18.62913,17.4836,17.01435,16.61664,0.15094548
18.49733,17.34534,16.98665,16.75275,16.70508,0.03650874
18.64693,17.28504,16.66968,16.28589,16.03115,0.06698358
23.1965,21.39062,20.04524,20.23146,19.06655,0.14877701
20.84892,18.76967,17.75477,17.3158,16.978289999999998,0.12148315
18.63983,17.71,17.26501,16.96116,16.81841,0.0855484
18.87643,17.14368,16.26578,15.85624,15.558279999999998,0.07227045
19.0224,17.11465,16.205170000000006,15.80875,15.4927,0.07587451
20.30431,18.52069,17.58064,17.1321,16.86557,0.11871314
20.40558,18.68103,17.85511,17.52175,17.237370000000002,0.089705646
17.9757,16.24251,15.45194,15.05948,14.76495,0.04156953
18.03094,16.823970000000006,16.34461,16.09453,15.91385,0.044817924
18.54556,17.00999,16.29244,15.911220000000002,15.604220000000002,0.05595541
19.56141,17.706889999999994,16.89859,16.5445,16.27681,0.06466752
19.79897,18.1448,17.276970000000002,16.773629999999994,16.42785,0.111406624
16.959570000000006,15.59975,15.16637,14.95283,14.898320000000002,0.0065467344
20.81922,18.9328,17.490170000000006,16.93644,16.63351,0.2224043
20.08367,18.30402,17.4339,17.056079999999998,16.76944,0.09641415
19.28784,18.32993,17.84328,17.48551,17.371660000000002,0.09823948
17.521060000000002,15.94459,15.26176,14.897470000000002,14.69496,0.03116518
18.62055,17.29226,16.64891,16.28254,16.05217,0.07345158
19.44486,17.9895,17.57068,17.30575,17.224239999999998,0.034790456
19.56524,18.43922,17.57266,17.12611,16.87908,0.16791743
18.889470000000006,17.493170000000006,16.92829,16.64268,16.46235,0.054416656
17.74994,16.69774,16.422710000000002,16.2733,16.17761,0.025707005
19.45495,17.6763,16.822110000000002,16.4195,16.09468,0.079030156
18.59995,16.71636,15.79391,15.33639,14.99861,0.06773418
20.30728,18.61515,17.58517,17.1291,16.84978,0.1464842
19.58812,18.41308,17.6232,17.17847,16.815179999999998,0.1470418
19.81025,18.51438,17.48198,16.93831,16.56666,0.18574488
19.03199,17.83894,17.259420000000002,16.97039,16.7194,0.08484048
20.87846,18.92733,17.60889,17.099339999999998,16.6757,0.20059651
18.98323,17.82311,17.38573,17.113570000000006,16.88637,0.061375916
18.93294,17.76008,17.04174,16.6246,16.38229,0.117957115
20.21673,18.33681,17.315,16.84305,16.48724,0.123274684
19.27044,17.992910000000006,17.226679999999998,16.844160000000002,16.56261,0.11944646
21.18684,19.10738,17.66902,17.1236,16.73386,0.23184961
21.25741,18.89953,17.52005,16.98937,16.633,0.20868754
18.92937,17.69761,16.97327,16.60975,16.3396,0.1079784
19.64424,17.504170000000002,16.32442,15.853320000000002,15.47606,0.13856834
19.69683,18.06341,17.23392,16.761570000000006,16.4658,0.1032266
21.09125,18.80035,17.60527,17.14198,16.802529999999994,0.16265047
19.59484,18.22985,17.434,17.04627,16.78148,0.122680366
19.04386,17.01526,16.06948,15.6316,15.32944,0.07810134
17.77188,16.62769,16.19355,15.91112,15.71404,0.03999263
20.89109,18.46967,17.20872,16.72569,16.34681,0.16478491
20.39461,18.43513,17.52825,17.12142,16.790789999999998,0.09498274
20.70038,18.71223,17.71856,17.29936,16.98323,0.11768782
18.62149,17.32956,16.7822,16.45177,16.22465,0.06240374
18.94757,17.68773,17.12999,16.86047,16.7183,0.07082999
18.87298,17.69631,17.28562,17.02832,16.87172,0.05179423
19.1883,18.1137,17.83437,17.66224,17.74471,0.038956046
18.28932,16.87189,16.17304,15.79471,15.55693,0.062488973
19.30176,18.10175,17.586679999999998,17.29743,17.1849,0.08098233
20.31883,18.20013,17.18131,16.77318,16.40108,0.11288446
18.54414,17.65321,17.45348,17.252470000000002,17.15438,0.047469914
19.25714,17.797179999999994,16.97061,16.545289999999998,16.31515,0.110930085
17.93786,16.54554,15.86971,15.442479999999998,15.18949,0.05599433
20.31328,18.14727,16.85572,16.36182,16.01529,0.17272413
19.68423,17.93233,17.10566,16.73836,16.44258,0.08125794
19.2135,17.44519,16.63916,16.267120000000002,15.9764,0.0641458
20.74471,18.87519,17.67221,17.18071,16.847620000000006,0.17490351
19.66988,18.46437,17.726589999999995,17.35257,17.127010000000002,0.13038927
19.26262,17.81735,16.94689,16.51649,16.167479999999998,0.11950666
19.62844,17.70895,16.9435,16.536360000000002,16.262610000000002,0.056094706
19.14834,18.06492,17.58352,17.25115,17.076420000000002,0.08730346
18.98965,17.75999,17.18652,16.84929,16.64335,0.08182514
19.88384,18.12225,17.1709,16.71486,16.34808,0.11209661
20.03204,18.56422,17.850920000000006,17.42075,17.227120000000006,0.09977347
20.67753,18.95808,17.80435,17.24428,16.88435,0.17540163
20.3545,18.78267,17.84941,17.4282,17.05089,0.13235289
17.9085,16.50038,15.76931,15.37518,15.07956,0.059863567
20.07043,18.1584,17.153660000000002,16.710379999999994,16.42521,0.11297077
19.18534,18.02554,17.57249,17.29786,17.128989999999998,0.070203245
19.60143,17.88897,17.008129999999998,16.577379999999998,16.27159,0.09762198
19.6242,17.84921,16.858810000000002,16.35353,15.989120000000002,0.11554891
20.08873,18.17356,17.10824,16.65778,16.2729,0.12975419
19.97801,18.3807,17.76386,17.38102,17.2121,0.06987363
20.04839,18.50443,17.692610000000005,17.31174,17.06837,0.11475551
18.75845,16.681639999999998,15.71146,15.25035,14.9102,0.07486808
20.18856,18.79291,17.80505,17.351570000000002,17.05105,0.16296989
20.46871,18.69309,17.69205,17.2954,16.98571,0.13092887
19.28599,18.12194,17.48844,17.07589,16.803829999999998,0.11192745
17.57317,16.10772,15.54476,15.21338,15.02131,0.024891613
18.24963,17.119,16.474320000000002,16.06476,15.78827,0.08188546
20.36086,18.25844,17.10503,16.60705,16.22079,0.1467362
20.09726,18.53762,17.88025,17.5566,17.36086,0.070584774
19.46126,17.583879999999994,16.686970000000002,16.25038,15.92508,0.08168638
19.67218,18.46485,17.81559,17.3854,17.11184,0.11443305
19.71222,18.33545,17.61478,17.2173,16.88485,0.110373735
19.79828,18.47026,17.758020000000005,17.32846,17.05621,0.11778563
20.47503,18.57915,17.35504,16.88778,16.56071,0.17086858
18.66146,17.47565,16.843329999999998,16.44699,16.24354,0.092718184
20.08722,18.43863,17.52299,17.03347,16.6548,0.12657714
20.56381,18.40769,17.27082,16.81345,16.457420000000006,0.14215243
20.39381,18.7143,17.63628,17.12491,16.76461,0.16144961
19.40395,18.18443,17.55559,17.21634,16.999979999999994,0.10335475
20.28305,18.59871,17.67096,17.24376,17.00937,0.12724346
20.83974,18.7115,17.52459,17.05858,16.70082,0.15920562
20.10986,18.08622,17.01829,16.556079999999998,16.20982,0.12507498
20.47673,18.941,17.732779999999995,17.2452,16.902060000000002,0.19515544
20.92816,18.8785,17.62953,17.155170000000002,16.83868,0.17721838
19.41644,18.27863,17.70307,17.28959,17.111639999999998,0.10929465
19.82318,18.25813,17.32682,16.88,16.557479999999998,0.13111508
18.98452,17.666970000000006,17.029529999999998,16.67021,16.415429999999994,0.08314586
19.19182,17.70741,16.90183,16.511589999999998,16.188860000000002,0.099098325
19.57121,17.73803,16.72488,16.28186,15.96036,0.11132395
19.62037,17.819470000000006,16.81704,16.325110000000002,15.97328,0.1145671
20.46109,18.32956,17.28514,16.7929,16.38782,0.12321234
17.97379,15.98768,15.100929999999998,14.698670000000002,14.38552,0.054314137
20.65982,18.48889,17.37795,16.95252,16.67057,0.13434595
20.45424,18.62276,17.62848,17.16425,16.82414,0.12634069
19.4263,18.34337,17.68844,17.27519,17.097939999999998,0.13053656
18.71805,17.24073,16.57443,16.20755,15.944770000000002,0.063381195
19.65734,18.042,17.18496,16.7773,16.45486,0.10499394
20.61372,18.58047,17.56387,17.1206,16.77075,0.12099004
18.41749,16.55471,15.73954,15.34165,15.039,0.046955228
20.67118,18.65786,17.3735,16.88021,16.48836,0.18485445
18.69707,17.20104,16.3674,15.96966,15.649170000000002,0.084848225
19.792720000000006,17.80754,16.77736,16.33507,15.9444,0.11410004
19.75397,17.647679999999994,16.69906,16.215329999999998,15.82509,0.09095335
19.32759,17.281470000000002,16.38131,15.95881,15.60616,0.074819505
20.01177,18.75682,17.68905,17.31479,16.95441,0.18860298
20.89591,18.63808,17.42472,16.97384,16.67846,0.15816706
19.69047,18.39518,17.71675,17.23861,16.97608,0.11823648
19.81695,17.88786,17.00639,16.59289,16.28282,0.08112055
20.93888,18.7026,17.642039999999994,17.32273,16.83641,0.13344854
20.82401,18.69303,17.58344,17.120639999999998,16.79,0.14071918
21.21574,18.60432,17.19675,16.66496,16.333679999999998,0.19731313
20.32637,18.38432,17.45436,17.034860000000002,16.742729999999998,0.099387765
20.9356,18.83142,17.49781,16.948420000000002,16.6068,0.1959145
18.97869,17.14655,16.35993,15.96905,15.64163,0.056462526
18.52272,16.82884,16.111539999999998,15.75299,15.48949,0.0405432
20.65758,18.50349,17.21248,16.71104,16.34765,0.17933053
19.7493,18.25449,17.474829999999994,17.08175,16.751379999999994,0.10716021
18.34229,17.15972,16.64058,16.30881,16.14249,0.061320305
19.82375,17.90935,16.85066,16.35996,16.06167,0.12239635
18.68338,17.158479999999994,16.32613,15.90244,15.59429,0.08142847
20.21097,18.79415,17.92213,17.43883,17.07574,0.13669908
20.31452,18.34999,17.25713,16.77682,16.429560000000002,0.13693863
17.36385,16.223860000000002,15.73074,15.47031,15.29827,0.04203695
20.24525,18.58239,17.42853,16.93769,16.66248,0.17433584
18.80273,16.758770000000002,15.76378,15.33763,14.96595,0.0812341
18.65571,16.9315,16.122220000000002,15.74337,15.4689,0.05372703
19.42779,17.84766,16.94659,16.50694,16.19605,0.11365992
16.89537,15.2407,14.49528,14.10611,13.79491,0.024017511
20.28813,18.56802,17.489,17.00606,16.66165,0.15358579
19.30415,17.52444,16.66241,16.273320000000002,15.972,0.07600534
20.71089,18.75646,17.61351,17.13736,16.78664,0.15492415
19.08695,17.89131,17.3849,17.037860000000002,16.83217,0.07700008
19.59588,17.99619,17.23265,16.77358,16.4788,0.09217316
20.64426,18.66106,17.63879,17.19452,16.84447,0.124952495
19.1485,18.02623,17.330270000000002,16.97448,16.7255,0.12158519
18.77582,17.16199,16.30958,15.9181,15.58755,0.076993525
19.32965,18.02258,17.25988,16.86717,16.54741,0.11679983
19.06915,17.56012,16.749470000000002,16.32072,15.978270000000002,0.09608328
18.53848,17.55149,17.22215,16.99341,16.91883,0.05312389
20.98103,18.56503,17.43522,17.02024,16.73907,0.13278455
19.61958,18.18095,17.351129999999998,16.939529999999998,16.69633,0.12214792
19.86194,18.28669,17.35775,16.87781,16.50029,0.13175929
19.38681,17.78656,16.99213,16.54245,16.21423,0.091404736
18.87305,17.63607,17.131220000000006,16.81394,16.6392,0.06484294
20.94652,18.82417,17.61409,17.136329999999994,16.76513,0.16908008
20.78914,18.57717,17.45083,16.97484,16.582929999999998,0.14248455
18.44114,16.48404,15.60847,15.19263,14.859379999999998,0.056901634
20.02888,18.23965,16.954,16.45739,16.058870000000002,0.18679786
20.54973,18.39926,17.25864,16.8287,16.4592,0.14278328
18.96655,17.26759,16.46104,16.00631,15.66955,0.071715415
18.65649,17.66722,17.30307,17.01756,16.89172,0.063211024
18.76578,17.79018,17.397470000000002,17.10221,17.07787,0.074927926
20.34623,18.46941,17.3467,16.83628,16.41718,0.15073848
19.49214,18.33311,17.85687,17.54823,17.373379999999994,0.07353234
19.06383,17.04354,16.10581,15.65336,15.30201,0.07920152
18.44427,17.07715,16.54139,16.260939999999998,16.09173,0.045821905
19.66896,17.79779,16.747429999999998,16.302020000000002,15.943929999999998,0.12067723
19.29697,17.94726,17.22719,16.82459,16.5335,0.10408813
19.24634,17.40768,16.46939,16.04038,15.68589,0.089836
19.96785,17.994510000000005,17.08267,16.68916,16.39949,0.086943686
18.04997,16.231939999999998,15.354729999999998,14.95239,14.65495,0.055853546
19.88011,18.55894,17.53772,17.08697,16.81503,0.17954922
20.11598,17.909570000000006,16.68371,16.14397,15.74855,0.15564412
19.37093,17.37511,16.35686,15.92435,15.59515,0.10215014
19.01343,17.73114,17.10142,16.670820000000006,16.42199,0.09136784
19.17593,17.78132,17.02637,16.67079,16.374879999999994,0.09880406
20.50649,18.70327,17.65091,17.207060000000002,16.855539999999998,0.14210075
19.92699,18.48663,17.684379999999994,17.253439999999998,16.95259,0.12511063
20.06521,18.53693,17.67734,17.272370000000002,16.99275,0.12672067
20.14017,18.72286,17.72125,17.217489999999998,16.89828,0.17198753
20.10736,18.93497,17.665329999999994,17.19354,16.852970000000006,0.22179633
18.94305,17.20201,16.2112,15.73304,15.39691,0.09529966
20.14415,18.30601,17.31547,16.85162,16.437720000000002,0.11893904
20.41484,18.67841,17.481679999999994,16.9925,16.65009,0.18037361
19.27643,18.13194,17.45849,17.053810000000002,16.81279,0.12118447
18.43375,17.5076,17.04255,16.663520000000002,16.499679999999998,0.08783084
17.12782,15.219970000000002,14.350829999999998,13.883729999999998,13.529470000000002,0.04406959
