u,g,r,i,z,redshift
19.69743,18.48256,17.75529,17.381079999999994,17.11401,0.149138652
19.72105,18.25182,17.48956,17.12856,16.84856,0.08544284166666667
20.58137,18.84329,17.59147,17.059820000000002,16.68552,0.18379492599999994
17.3871,15.88599,15.20823,14.81886,14.552879999999998,0.05010834749999999
20.63813,18.79938,17.684089999999994,17.206870000000002,16.83607,0.1461293428888889
19.20529,18.08887,17.633570000000006,17.349529999999998,17.21025,0.07280224799999999
19.86525,18.26228,17.36386,16.9665,16.59816,0.104689258
20.36534,18.52814,17.55111,17.1481,16.7843,0.10958026399999996
20.31131,18.15814,17.11329,16.62061,16.24995,0.12533601400000002
18.15538,16.939329999999998,16.32726,16.0103,15.7642,0.06496311533333335
19.17383,18.09209,17.64301,17.310489999999998,17.18074,0.0785978055
19.924570000000006,18.27165,17.49309,17.10824,16.82705,0.079445313
18.24259,17.36986,17.02092,16.688670000000002,16.65718,0.04588657623333333
19.95727,18.481720000000006,17.57218,17.11346,16.86693,0.11309622673333336
19.92024,18.38158,17.51184,17.10555,16.85693,0.1200192693333333
18.30308,17.10613,16.466839999999998,16.08553,15.865429999999998,0.07412797300000001
20.37375,18.46297,17.37472,16.953670000000002,16.58168,0.14449994933333332
19.66902,17.59093,16.57689,16.144660000000002,15.79646,0.11213976733333335
18.72385,16.81796,15.9603,15.56801,15.235129999999998,0.061823438666666675
19.5365,18.21826,17.645220000000005,17.338070000000002,17.11447,0.09262488300000003
19.11804,18.04995,17.43017,17.061770000000006,16.83606,0.10476674199999997
20.24288,18.16171,17.02618,16.56425,16.20864,0.14607584142857147
17.94776,16.44783,15.75335,15.36832,15.08884,0.05389047766666664
18.22668,16.95597,16.62059,16.3721,16.179679999999998,0.04230427566666668
18.58451,17.42737,16.89741,16.581979999999998,16.37131,0.064037009
19.54329,17.52127,16.47205,16.03888,15.669620000000002,0.11100880799999999
18.28974,16.76994,16.10378,15.76202,15.55498,0.07106818166666666
18.66453,17.42393,16.94676,16.606189999999998,16.45092,0.056755447333333334
19.95781,18.25558,17.48539,17.11926,16.85318,0.08053820533333336
20.57999,18.47598,17.36956,16.91271,16.54014,0.14160957666666665
19.90408,18.42724,17.67933,17.316879999999998,17.056820000000002,0.09841254516666666
20.19501,18.2661,17.3522,16.94415,16.60258,0.09358157533333333
16.74051,14.95811,14.158829999999998,13.76954,13.54142,0.02756614700000001
19.55814,17.58734,16.66687,16.2273,15.90935,0.08806381077777777
20.05618,18.25275,17.36965,16.90154,16.54358,0.09394621633333332
19.60442,18.21461,17.44011,17.022660000000002,16.77433,0.1133384926666667
19.23708,18.0091,17.20243,16.82026,16.55038,0.14166321833333329
18.92143,17.75646,17.25927,16.96886,16.74695,0.06146507279999995
20.61788,18.56745,17.462239999999998,17.0161,16.5811,0.14187667466666665
19.24633,17.26227,16.36272,15.95336,15.61193,0.07481762133333335
19.95059,18.17248,17.230629999999998,16.809060000000002,16.5091,0.10945879750000001
19.57495,18.24378,17.53686,17.076529999999998,16.80325,0.12213705933333334
20.55576,18.53313,17.37629,16.92616,16.53755,0.14612434166666666
19.61989,17.74941,16.86188,16.46818,16.12878,0.10113869866666671
19.33312,18.13547,17.55842,17.21634,17.02604,0.08311950543333335
20.3843,18.54354,17.405520000000006,16.939429999999998,16.60484,0.1578355566666667
19.58088,18.07849,17.28295,16.85128,16.56679,0.1017594281666667
20.95221,18.64669,17.48413,17.01347,16.66104,0.16414389766666662
19.01155,17.08524,16.27855,15.91067,15.589720000000002,0.0637339802
20.13005,18.36588,17.335079999999998,16.825960000000002,16.353279999999998,0.11685513433333333
20.33832,18.65023,17.77024,17.36775,17.085910000000002,0.10067531739999999
20.82754,18.78767,17.57272,17.09451,16.72634,0.17910527809523813
19.37241,17.621760000000005,16.76266,16.36346,16.06921,0.06727029493333331
20.67228,18.81269,17.567729999999994,17.073629999999998,16.71554,0.18795368666666665
18.90059,18.08895,17.74606,17.59742,17.491870000000002,0.079395048
18.56591,17.34357,16.8953,16.59194,16.44441,0.04926953766666666
18.89064,17.59512,16.88976,16.52228,16.24305,0.119738022
19.74187,17.963729999999995,17.07864,16.66175,16.33943,0.09012052546666666
19.58678,18.1562,17.52467,17.17975,16.94582,0.09922839230476192
19.45568,17.84665,17.08792,16.698710000000002,16.43621,0.0708986460222222
20.94204,19.18756,17.70942,17.15439,16.68538,0.21400419000000004
18.95881,17.08734,16.20737,15.76325,15.443220000000002,0.06872479866666668
19.59875,17.83952,16.87986,16.378410000000002,15.98913,0.10503005986666668
19.17712,18.06049,17.497320000000002,17.13026,16.89425,0.10088217066666666
19.99676,17.97508,16.97474,16.53014,16.145429999999998,0.10788768266666672
18.73026,17.58725,17.1469,16.81542,16.6327,0.070210735
18.87795,17.38308,16.61531,16.14276,15.77188,0.08648317273333332
21.62263,19.00489,17.72508,17.434420000000006,17.01591,0.1833729
19.60987,17.82515,16.90492,16.440929999999998,16.13031,0.09673628900000003
19.86673,18.18567,17.417270000000002,17.05799,16.77261,0.08076653050000003
18.20461,16.59096,15.80656,15.42365,15.11246,0.060065349700000006
18.11684,16.56514,15.739670000000002,15.292370000000002,14.97511,0.068188395
20.129620000000006,18.44545,17.59198,17.09899,16.755129999999998,0.11494055483333336
19.8209,17.660510000000006,16.62154,16.18197,15.82472,0.12006964266666667
20.49701,18.75833,17.72961,17.2349,16.83434,0.1444220898666667
19.47341,17.46547,16.425910000000002,15.95952,15.57761,0.11188756866666666
19.49244,17.83323,16.89583,16.42598,16.086779999999994,0.12604838599999998
19.44953,17.82238,17.13371,16.70488,16.43259,0.07323964683174604
21.00306,19.01425,17.81685,17.32266,16.95301,0.17705437266666668
18.03148,16.12943,15.2968,14.90944,14.62648,0.048761441
20.21787,18.21895,17.127760000000002,16.661929999999998,16.28446,0.13309588400000005
20.10389,18.5861,17.74353,17.285420000000002,17.04591,0.1200962158666667
20.67866,18.47757,17.459039999999998,16.92436,16.51691,0.11856679600000007
20.65176,18.72669,17.48505,16.9755,16.59025,0.18627611666666666
19.70535,18.239420000000006,17.40956,16.98088,16.69109,0.13704982033333335
19.61455,17.6572,16.64392,16.139979999999998,15.76595,0.10199551200000002
20.84309,18.97123,17.79445,17.32882,16.94656,0.1628259466666666
19.33108,17.56802,16.65471,16.21508,15.8469,0.08073263700000002
20.51689,18.79205,17.719929999999994,17.23084,16.82836,0.14657388686666667
20.90901,19.01517,17.7544,17.25346,16.90579,0.20150803000000006
20.1201,18.41474,17.56808,17.093770000000006,16.73224,0.1118962833333334
16.51495,14.68004,13.84068,13.41985,13.09006,0.028591127199999993
20.2442,18.54631,17.71285,17.32894,17.01848,0.10200988666666663
20.64693,18.85924,17.88806,17.32035,16.91065,0.14729214533333332
18.50924,17.32571,16.77444,16.433529999999998,16.19321,0.0648876755
20.687620000000006,18.69042,17.54831,17.0437,16.70315,0.15637972
18.78617,17.70465,17.31079,17.112460000000002,16.92673,0.041297018866666674
20.98468,19.00677,17.678539999999995,17.14769,16.751260000000002,0.20326031666666672
19.18487,17.60098,16.72928,16.26665,15.89405,0.10327006000000004
20.4821,18.4145,17.23339,16.71624,16.32266,0.166465722
19.35304,17.872510000000005,17.19807,16.83035,16.58211,0.07824484733333337
19.35561,18.20332,17.67729,17.36187,17.13304,0.08394985100000002
19.75838,17.70854,16.63459,16.107870000000002,15.71609,0.12401430933333339
20.74209,18.72611,17.6865,17.21128,16.82924,0.13451818999999998
19.2217,18.06295,17.69578,17.46941,17.38278,0.04785595033333335
18.97236,17.89425,17.5362,17.27085,17.18093,0.059746742
20.82133,18.85485,17.71341,17.27009,16.91239,0.15638302666666667
18.503120000000006,16.87881,15.94719,15.46375,15.13734,0.05668223933333333
19.33486,17.675420000000006,16.89369,16.48659,16.16619,0.08640714876190478
19.86141,18.63847,17.65233,17.23443,16.929370000000002,0.16364987800000005
17.255979999999994,15.34355,14.46744,14.04882,13.71744,0.045507241833333344
19.24054,17.35766,16.36876,15.90759,15.52483,0.10636277983333332
19.20624,17.44996,16.64347,16.22953,15.93859,0.07081992440000001
20.8754,18.79377,17.472579999999994,16.95316,16.62821,0.1991586240476191
20.33391,18.64196,17.7054,17.31525,16.99311,0.11114279966666668
19.53719,18.061020000000006,17.3438,16.93732,16.59269,0.09494380576666664
19.21019,18.10165,17.5407,17.17918,16.99156,0.09123380158095239
20.66269,18.94913,17.293779999999998,16.694010000000002,16.30351,0.2583804799999999
19.30663,17.39883,16.53238,16.118170000000006,15.815920000000002,0.062844062
21.45173,19.18763,18.01925,17.53858,17.11303,0.16557199999999997
19.89418,18.33508,17.62676,17.259420000000002,17.027929999999998,0.09768250933333332
20.79109,18.97979,17.73234,17.2041,16.81429,0.171141672
19.74969,17.771910000000005,16.77918,16.30558,15.94104,0.10531681766666663
18.6911,17.54543,17.121229999999994,16.8558,16.68102,0.06291175819999997
18.79316,16.811989999999998,15.866929999999998,15.39753,15.02125,0.07402674283333337
20.09533,18.49597,17.51418,17.07433,16.81813,0.14784495999999994
19.3199,18.1329,17.50376,17.08923,16.86252,0.10615773083333334
21.18181,18.94498,17.78862,17.245620000000002,16.88286,0.1705432653333334
20.05157,18.7542,17.91021,17.50514,17.19518,0.1636387953333333
20.27347,18.76578,17.53854,16.976,16.56344,0.1501114063999999
19.54054,17.500989999999998,16.46423,16.00618,15.59555,0.10719497666666668
20.90621,18.86424,17.644579999999994,17.09897,16.7734,0.18750749166666666
20.31271,18.18254,17.014570000000006,16.55144,16.1935,0.1560344416666667
18.09078,16.64955,15.93659,15.53804,15.27883,0.056780490666666655
19.44355,18.09311,17.386029999999998,17.01045,16.76691,0.08741918499999998
20.58963,18.67502,17.75086,17.32862,16.99693,0.09131875966666664
21.11161,19.05379,17.63812,17.09649,16.71943,0.22712338000000007
20.59583,18.81058,17.74519,17.25911,16.89783,0.13437049199999998
19.38921,17.54233,16.666629999999998,16.17884,15.81613,0.07123522746666663
19.73282,18.19951,17.274729999999998,16.8008,16.45704,0.13135370866666668
20.24951,18.45148,17.53714,17.11854,16.807270000000006,0.09130447333333336
20.69504,18.72737,17.69453,17.22781,16.821579999999994,0.12800704899999998
19.21247,18.0579,17.4274,17.0599,16.84374,0.11048163000000004
19.10467,17.200229999999998,16.22186,15.813070000000002,15.47886,0.08661701683333334
20.23113,18.24438,17.270129999999998,16.82345,16.48525,0.10641735533333332
19.13215,17.18261,16.08934,15.63664,15.29217,0.11213411000000004
19.26184,17.837139999999994,17.04448,16.63,16.30685,0.11231504799999995
17.60112,15.96491,15.21676,14.81394,14.504920000000002,0.03823485706666668
21.61539,18.63251,17.57253,17.19344,16.6822,0.15849142600000002
20.4831,18.40095,17.402479999999994,16.96787,16.579279999999994,0.11136760533333334
18.12814,16.82386,16.239810000000002,15.92712,15.71191,0.0525384415
20.22004,17.98894,16.83191,16.35079,15.98099,0.15421768999999996
18.72656,17.71161,17.312079999999998,16.90954,16.717589999999998,0.08006529066666664
20.20866,18.455070000000006,17.588829999999998,17.1657,16.825670000000002,0.08172670283333336
18.13133,16.66191,15.8558,15.45179,15.17294,0.06108041299999999
19.67124,17.744870000000006,16.81719,16.38809,15.999020000000002,0.09576789133333331
18.29859,16.84864,16.13811,15.74096,15.49594,0.0716033768333333
20.64154,18.76593,17.73578,17.30084,16.900879999999994,0.12986835400000007
19.08208,17.154729999999994,16.19555,15.77251,15.38393,0.08687343666666666
18.2288,16.21622,15.37125,14.92138,14.64013,0.06229483800000001
19.23742,18.011129999999994,17.3642,17.04022,16.77838,0.1064056750666667
21.22445,19.38367,17.88881,17.29564,16.90961,0.23759708600000007
19.62646,17.61381,16.677970000000002,16.23292,15.88153,0.09521020683333332
20.15331,18.40655,17.3315,16.86148,16.470879999999998,0.136506098
20.78348,18.4699,17.53783,17.0954,16.75538,0.1127392013333333
20.17275,18.11537,17.123829999999998,16.60835,16.238310000000002,0.11095261428571432
21.3475,19.09864,17.664089999999995,17.11151,16.749229999999994,0.23515809
19.83477,18.4947,17.8593,17.42634,17.206879999999998,0.07459722600000003
20.36696,18.35656,17.323729999999998,16.781979999999994,16.325129999999998,0.13100682633333333
19.44364,17.95182,17.07378,16.64507,16.299329999999998,0.11822939033333336
19.18405,17.8499,17.14347,16.74406,16.45508,0.10270440659999996
19.47017,18.04218,17.27636,16.8149,16.51276,0.125275363
18.54651,16.997529999999998,16.27993,15.82317,15.484470000000002,0.06458531266666669
20.38617,18.50086,17.57922,17.117079999999998,16.74595,0.09951412433333334
19.78613,18.47175,17.88079,17.54472,17.3,0.07763721800000005
18.40531,16.775560000000002,15.927029999999998,15.45534,15.14688,0.05145574866666667
18.33653,16.95434,16.41395,16.11969,16.04341,0.04042808726666668
19.80088,18.61055,17.86669,17.49586,17.21856,0.15630344600000004
21.15633,19.09205,17.61893,17.06796,16.69206,0.23615883066666665
18.75274,17.107770000000002,16.23997,15.74715,15.40306,0.06986769099999998
20.00411,18.25054,17.06931,16.58034,16.24493,0.17200581166666662
19.45155,17.84165,17.0104,16.53152,16.182679999999998,0.11505855299999997
21.02952,18.54383,17.53201,17.031010000000002,16.71414,0.12244974200000001
19.98962,18.23887,17.38469,16.921770000000002,16.61797,0.09745003033333333
16.14821,14.73162,14.03915,13.64454,13.35743,0.02398003736666667
20.05365,18.76928,17.81855,17.34405,17.02166,0.191881561
20.4445,18.81604,17.56975,17.085720000000002,16.7152,0.19706343
19.79795,17.63674,16.84161,16.395870000000002,15.99151,0.07287093799999998
19.96164,18.05044,17.11124,16.58209,16.1591,0.1153122556666667
20.06374,18.64052,17.413339999999998,16.87419,16.47233,0.18107235999999996
19.9316,18.55849,17.74009,17.29672,16.97792,0.11916592600000002
17.32599,15.29915,14.30365,13.83097,13.47261,0.047654324000000005
20.65943,18.72459,17.7465,17.32474,16.958820000000006,0.10833372350000005
19.94506,18.11416,16.97038,16.40474,15.97829,0.15994644933333338
20.63491,19.32363,18.06351,17.49275,17.10492,0.1728663146666667
20.21834,18.66197,17.537129999999998,16.99674,16.632279999999998,0.17618440033333335
20.39535,19.0323,17.89227,17.34058,17.04649,0.16802153233333336
20.71988,18.62913,17.4836,17.01435,16.61664,0.15399118852380952
18.49733,17.34534,16.98665,16.75275,16.70508,0.04707739866666667
18.64693,17.28504,16.66968,16.28589,16.03115,0.08048234199999998
23.1965,21.39062,20.04524,20.23146,19.06655,0.15761583600000006
20.84892,18.76967,17.75477,17.3158,16.978289999999998,0.12438112999999999
18.63983,17.71,17.26501,16.96116,16.81841,0.07257945466666661
18.87643,17.14368,16.26578,15.85624,15.558279999999998,0.0667549076666667
19.0224,17.11465,16.205170000000006,15.80875,15.4927,0.07076163746666668
20.30431,18.52069,17.58064,17.1321,16.86557,0.10134870733333334
20.40558,18.68103,17.85511,17.52175,17.237370000000002,0.091369116
17.9757,16.24251,15.45194,15.05948,14.76495,0.056344280000000004
18.03094,16.823970000000006,16.34461,16.09453,15.91385,0.043287693333333335
18.54556,17.00999,16.29244,15.911220000000002,15.604220000000002,0.06224822500000002
19.56141,17.706889999999994,16.89859,16.5445,16.27681,0.07543593866666669
19.79897,18.1448,17.276970000000002,16.773629999999994,16.42785,0.111744888
16.959570000000006,15.59975,15.16637,14.95283,14.898320000000002,0.034946017333333315
20.81922,18.9328,17.490170000000006,16.93644,16.63351,0.2247995453333333
20.08367,18.30402,17.4339,17.056079999999998,16.76944,0.09348710199999999
19.28784,18.32993,17.84328,17.48551,17.371660000000002,0.09889908
17.521060000000002,15.94459,15.26176,14.897470000000002,14.69496,0.044309712333333334
18.62055,17.29226,16.64891,16.28254,16.05217,0.07828276285714283
19.44486,17.9895,17.57068,17.30575,17.224239999999998,0.060916890499999994
19.56524,18.43922,17.57266,17.12611,16.87908,0.182307484
18.889470000000006,17.493170000000006,16.92829,16.64268,16.46235,0.06963533399999998
17.74994,16.69774,16.422710000000002,16.2733,16.17761,0.04520390240000001
19.45495,17.6763,16.822110000000002,16.4195,16.09468,0.06875024369523812
18.59995,16.71636,15.79391,15.33639,14.99861,0.07037560286666665
20.30728,18.61515,17.58517,17.1291,16.84978,0.15197604714285717
19.58812,18.41308,17.6232,17.17847,16.815179999999998,0.1624478093333333
19.81025,18.51438,17.48198,16.93831,16.56666,0.157787193
19.03199,17.83894,17.259420000000002,16.97039,16.7194,0.0908745933333333
20.87846,18.92733,17.60889,17.099339999999998,16.6757,0.20376787000000005
18.98323,17.82311,17.38573,17.113570000000006,16.88637,0.07668008540000001
18.93294,17.76008,17.04174,16.6246,16.38229,0.11997595600000002
20.21673,18.33681,17.315,16.84305,16.48724,0.12001010500000003
19.27044,17.992910000000006,17.226679999999998,16.844160000000002,16.56261,0.11363556400000004
21.18684,19.10738,17.66902,17.1236,16.73386,0.23460371000000005
21.25741,18.89953,17.52005,16.98937,16.633,0.2099994433333333
18.92937,17.69761,16.97327,16.60975,16.3396,0.09098122900000001
19.64424,17.504170000000002,16.32442,15.853320000000002,15.47606,0.138507306
19.69683,18.06341,17.23392,16.761570000000006,16.4658,0.10995655366666669
21.09125,18.80035,17.60527,17.14198,16.802529999999994,0.16352032000000005
19.59484,18.22985,17.434,17.04627,16.78148,0.11935138566666666
19.04386,17.01526,16.06948,15.6316,15.32944,0.10340758600000001
17.77188,16.62769,16.19355,15.91112,15.71404,0.048117155800000005
20.89109,18.46967,17.20872,16.72569,16.34681,0.17360930800000002
20.39461,18.43513,17.52825,17.12142,16.790789999999998,0.09627561200000001
20.70038,18.71223,17.71856,17.29936,16.98323,0.11227089133333337
18.62149,17.32956,16.7822,16.45177,16.22465,0.082166711
18.94757,17.68773,17.12999,16.86047,16.7183,0.07397936000000001
18.87298,17.69631,17.28562,17.02832,16.87172,0.05966479599999999
19.1883,18.1137,17.83437,17.66224,17.74471,0.05554258000000004
18.28932,16.87189,16.17304,15.79471,15.55693,0.067370309
19.30176,18.10175,17.586679999999998,17.29743,17.1849,0.07297836566666667
20.31883,18.20013,17.18131,16.77318,16.40108,0.12030541999999998
18.54414,17.65321,17.45348,17.252470000000002,17.15438,0.04388871899999999
19.25714,17.797179999999994,16.97061,16.545289999999998,16.31515,0.11470950866666665
17.93786,16.54554,15.86971,15.442479999999998,15.18949,0.05602837243333334
20.31328,18.14727,16.85572,16.36182,16.01529,0.1708173613333333
19.68423,17.93233,17.10566,16.73836,16.44258,0.053130025600000026
19.2135,17.44519,16.63916,16.267120000000002,15.9764,0.0702788739
20.74471,18.87519,17.67221,17.18071,16.847620000000006,0.18491473500000002
19.66988,18.46437,17.726589999999995,17.35257,17.127010000000002,0.13188314400000004
19.26262,17.81735,16.94689,16.51649,16.167479999999998,0.10940272400000003
19.62844,17.70895,16.9435,16.536360000000002,16.262610000000002,0.06269461166666668
19.14834,18.06492,17.58352,17.25115,17.076420000000002,0.09920512399999999
18.98965,17.75999,17.18652,16.84929,16.64335,0.09703963599999998
19.88384,18.12225,17.1709,16.71486,16.34808,0.11342729166666665
20.03204,18.56422,17.850920000000006,17.42075,17.227120000000006,0.09401504819999998
20.67753,18.95808,17.80435,17.24428,16.88435,0.16495482666666667
20.3545,18.78267,17.84941,17.4282,17.05089,0.14352392600000008
17.9085,16.50038,15.76931,15.37518,15.07956,0.044522433599999994
20.07043,18.1584,17.153660000000002,16.710379999999994,16.42521,0.12234458633333338
19.18534,18.02554,17.57249,17.29786,17.128989999999998,0.07003072300000002
19.60143,17.88897,17.008129999999998,16.577379999999998,16.27159,0.08666516199999999
19.6242,17.84921,16.858810000000002,16.35353,15.989120000000002,0.11106923399999999
20.08873,18.17356,17.10824,16.65778,16.2729,0.12759466666666672
19.97801,18.3807,17.76386,17.38102,17.2121,0.07862829446666669
20.04839,18.50443,17.692610000000005,17.31174,17.06837,0.1189374124666667
18.75845,16.681639999999998,15.71146,15.25035,14.9102,0.08278944799999997
20.18856,18.79291,17.80505,17.351570000000002,17.05105,0.18010232199999998
20.46871,18.69309,17.69205,17.2954,16.98571,0.12498682033333335
19.28599,18.12194,17.48844,17.07589,16.803829999999998,0.11447335050000004
17.57317,16.10772,15.54476,15.21338,15.02131,0.04717461
18.24963,17.119,16.474320000000002,16.06476,15.78827,0.07588430000000003
20.36086,18.25844,17.10503,16.60705,16.22079,0.15714001133333338
20.09726,18.53762,17.88025,17.5566,17.36086,0.08109343799999998
19.46126,17.583879999999994,16.686970000000002,16.25038,15.92508,0.07552466560952384
19.67218,18.46485,17.81559,17.3854,17.11184,0.12812147266666662
19.71222,18.33545,17.61478,17.2173,16.88485,0.1132703166666667
19.79828,18.47026,17.758020000000005,17.32846,17.05621,0.10851193026666664
20.47503,18.57915,17.35504,16.88778,16.56071,0.16491648400000003
18.66146,17.47565,16.843329999999998,16.44699,16.24354,0.08059363033333332
20.08722,18.43863,17.52299,17.03347,16.6548,0.13577518633333333
20.56381,18.40769,17.27082,16.81345,16.457420000000006,0.15518555199999995
20.39381,18.7143,17.63628,17.12491,16.76461,0.1750528006666667
19.40395,18.18443,17.55559,17.21634,16.999979999999994,0.09697246580000002
20.28305,18.59871,17.67096,17.24376,17.00937,0.12777384252380952
20.83974,18.7115,17.52459,17.05858,16.70082,0.16797868333333338
20.10986,18.08622,17.01829,16.556079999999998,16.20982,0.13312460533333337
20.47673,18.941,17.732779999999995,17.2452,16.902060000000002,0.16989813333333337
20.92816,18.8785,17.62953,17.155170000000002,16.83868,0.1952658083333333
19.41644,18.27863,17.70307,17.28959,17.111639999999998,0.12177210733333332
19.82318,18.25813,17.32682,16.88,16.557479999999998,0.12168669399999996
18.98452,17.666970000000006,17.029529999999998,16.67021,16.415429999999994,0.08423846233333332
19.19182,17.70741,16.90183,16.511589999999998,16.188860000000002,0.09730105800000002
19.57121,17.73803,16.72488,16.28186,15.96036,0.12360405733333328
19.62037,17.819470000000006,16.81704,16.325110000000002,15.97328,0.10949413666666663
20.46109,18.32956,17.28514,16.7929,16.38782,0.12452291333333332
17.97379,15.98768,15.100929999999998,14.698670000000002,14.38552,0.056116405333333313
20.65982,18.48889,17.37795,16.95252,16.67057,0.14396323099999997
20.45424,18.62276,17.62848,17.16425,16.82414,0.132539076
19.4263,18.34337,17.68844,17.27519,17.097939999999998,0.13415664466666663
18.71805,17.24073,16.57443,16.20755,15.944770000000002,0.07551478610000002
19.65734,18.042,17.18496,16.7773,16.45486,0.10160742549999999
20.61372,18.58047,17.56387,17.1206,16.77075,0.1186950513333333
18.41749,16.55471,15.73954,15.34165,15.039,0.06263314866666668
20.67118,18.65786,17.3735,16.88021,16.48836,0.19169132066666678
18.69707,17.20104,16.3674,15.96966,15.649170000000002,0.07316663263333335
19.792720000000006,17.80754,16.77736,16.33507,15.9444,0.10580913066666663
19.75397,17.647679999999994,16.69906,16.215329999999998,15.82509,0.10503298000000001
19.32759,17.281470000000002,16.38131,15.95881,15.60616,0.081949855
20.01177,18.75682,17.68905,17.31479,16.95441,0.2148149660000001
20.89591,18.63808,17.42472,16.97384,16.67846,0.1689768083333333
19.69047,18.39518,17.71675,17.23861,16.97608,0.11647640266666665
19.81695,17.88786,17.00639,16.59289,16.28282,0.07284038199999995
20.93888,18.7026,17.642039999999994,17.32273,16.83641,0.1367062
20.82401,18.69303,17.58344,17.120639999999998,16.79,0.15154797333333334
21.21574,18.60432,17.19675,16.66496,16.333679999999998,0.20205696666666673
20.32637,18.38432,17.45436,17.034860000000002,16.742729999999998,0.0923367835238095
20.9356,18.83142,17.49781,16.948420000000002,16.6068,0.20315988033333332
18.97869,17.14655,16.35993,15.96905,15.64163,0.05444209266666667
18.52272,16.82884,16.111539999999998,15.75299,15.48949,0.05623711300000001
20.65758,18.50349,17.21248,16.71104,16.34765,0.18472465600000007
19.7493,18.25449,17.474829999999994,17.08175,16.751379999999994,0.104467619
18.34229,17.15972,16.64058,16.30881,16.14249,0.044262416533333335
19.82375,17.90935,16.85066,16.35996,16.06167,0.12206970799999999
18.68338,17.158479999999994,16.32613,15.90244,15.59429,0.08084563693333333
20.21097,18.79415,17.92213,17.43883,17.07574,0.15057563599999996
20.31452,18.34999,17.25713,16.77682,16.429560000000002,0.1396933693333333
17.36385,16.223860000000002,15.73074,15.47031,15.29827,0.03402927728571431
20.24525,18.58239,17.42853,16.93769,16.66248,0.16650981333333334
18.80273,16.758770000000002,15.76378,15.33763,14.96595,0.08310177833333336
18.65571,16.9315,16.122220000000002,15.74337,15.4689,0.05041109500000002
19.42779,17.84766,16.94659,16.50694,16.19605,0.12517757039999997
16.89537,15.2407,14.49528,14.10611,13.79491,0.03206519916666668
20.28813,18.56802,17.489,17.00606,16.66165,0.15266226
19.30415,17.52444,16.66241,16.273320000000002,15.972,0.06928244700000002
20.71089,18.75646,17.61351,17.13736,16.78664,0.1728158266666667
19.08695,17.89131,17.3849,17.037860000000002,16.83217,0.0756082122
19.59588,17.99619,17.23265,16.77358,16.4788,0.08907492920000001
20.64426,18.66106,17.63879,17.19452,16.84447,0.125355644
19.1485,18.02623,17.330270000000002,16.97448,16.7255,0.1358207476190476
18.77582,17.16199,16.30958,15.9181,15.58755,0.08593784160000001
19.32965,18.02258,17.25988,16.86717,16.54741,0.11844002533333327
19.06915,17.56012,16.749470000000002,16.32072,15.978270000000002,0.09095852633333334
18.53848,17.55149,17.22215,16.99341,16.91883,0.04629585199999999
20.98103,18.56503,17.43522,17.02024,16.73907,0.14950486899999996
19.61958,18.18095,17.351129999999998,16.939529999999998,16.69633,0.12732459066666668
19.86194,18.28669,17.35775,16.87781,16.50029,0.12243320116666663
19.38681,17.78656,16.99213,16.54245,16.21423,0.10123400346666671
18.87305,17.63607,17.131220000000006,16.81394,16.6392,0.07177337703333332
20.94652,18.82417,17.61409,17.136329999999994,16.76513,0.16978808133333334
20.78914,18.57717,17.45083,16.97484,16.582929999999998,0.15206178700000006
18.44114,16.48404,15.60847,15.19263,14.859379999999998,0.05846223200000001
